Dominant_Topic,Topic_Perc_Contrib,Text
3.0,0.1792,"I wish I could give them negative stars! Wish I had more time to elaborate but my last email went like this ""Obviously this isn't enough because I got in contact with you the first time you charged me! NOT my fault, your service isn't doing well in my area, constant delays and then charged anyways, I've expressed clearly that I don't want to do business with you and hear miraculously orders are set and I'm continuously charged a no show fee. STOP it please!"" After SIX no show fees that I canceled my order after the first one when they were THREE hours late and concierge told me to leave laundry outside. WORST service ever"
3.0,0.2773,"First off, I just want to say I'm not a picky person. I think the laundering they do is great (when you get your clothes back), the folding is crisp, and the laundry bags they give out are hands-down the best laundry bags ever! I love the idea of on-demand laundry, and they had a good run for a bit, but I think they grew too big too fast and for the last 8 months they've had a 100% screw-up rate with my wife and I. We gave them several tries, and we stuck with it because it was so convenient in theory, but in the end the mistakes were too much of a headache to deal with.Over the last 8 months, at least one of the below happened EVERY time- they give us someone else's clothes and we need to call them back and schedule another pickup/delivery- they left something of ours on the delivery truck and forgot to bring it up with the rest of the stuff and we need to schedule another delivery ( which can suck if you timed washing your  bedsheets in the tiny window between guests. )- they give our clothes to someone else and/or just straight up lose them and we'll never see them again. ( This happened a few times so my wife and I got into the habit of taking photos of what we send off so we can keep track of if it comes back)My wife and I aren't fancy people, but the one time we both get some fancy shirts ( I know it's crazy for us to collectively drop $200 on two items of clothing, but sometimes it's worth it and of course they soon became our favorite shirts, because, duhhh) and we sent them off for a clean and hang dry, they both got lost. We showed them the photo proof of what we sent off to them, showed them the cost of the lost clothing from sites online where we bought it, but they could only cover up to $50. We wanted to cancel our subscription and get the rest of the year refunded, but they weren't into it. That was the straw that broke the camel's back. Which basically says to me, if you care about your clothes, or if you simply want some consistency, don't use Cleanly. Get to know your local laundromat. Be friends with them. Or get a washer/dryer."
5.0,0.2074,"I wish I could give 0 stars. They bleach my dress that I paid to have dry cleaned. They told me the colors ran so they couldn't dry clean it....how did the ""colors run"" if you didn't already clean it????? I am beyond upset and they have not gotten back to me yet. WORST SERVICE EVER. Do not trust them with your clothes. I never complain about these things but this is just ridiculous."
2.0,0.1829,"I had a terrible experience with Cleanly. They rescheduled my drop off two times and my comforter came back smelling like it hadn't been dried properly. I asked for a refund, and they refused. I had to drop it off at my local dry cleaner instead."
6.0,0.4541,"Cleanly will lose your clothes and not reimburse you fully for it! Cleanly lost my *favorite* interview dress and after 10 days of searching for it (mind you, I was getting it dry cleaned for an interview so I needed to scramble to find an alternative) they told me they were unable to find the dress. ""Per their policy"" they would only pay me 10x what it costs to launder an item, meaning they would pay me $125 for a $275 dress. I sent the link to the dress and asked if they would reimburse me for the actual cost of the item because I would need to replace it, and they told me that ""while they take responsibility"" they ""can't be sure they had the dress"" so they wouldn't be able to make an exception. Basically, you can't dry clean your expensive items and anything you launder should be less than about $30 because that is all they will pay you when they eventually lose something. This policy is absurd - I understand having a per item reimbursement cap but you lost the full item, I need to replace the full item, so this is nothing more than just a gesture.9/14 - cleanly lost my bathing suit top and after over three weeks and 15 business days (their policy is 10 and I checked in repeatedly and got ""we are still looking"" emails) they said the value of my bathing suit was $15 (it was NOT). Pretty crappy."
0.0,0.1751,"Don't use cleanly if you value having your laundry returned to you - ever, much less undamaged or in a timely fashion. I've used the service off/on for two years and they've only gone down hill. They currently have $47 worth of my laundry and they just up and cancelled my delivery, refuse to talk to me, and won't confirm when they are bringing it back. Maybe tonight? Maybe tomorrow? Maybe never?"
3.0,0.2238,"This place should be put out of business immediately. They lost my whole bag of clothing, gave me someone else's clothing and it took them a week to exchange the bags. Then I gave them one more shot and my dry cleaning came back misshapen, still stained with makeup, and now smelling like cigarettes. I asked the delivery man if he could wait until I confirmed I got the right laundry this time and he said, ""Yeah, they've been losing a lot of peoples laundry lately.""  Good business idea, very poor execution. Do not choose this laundry service."
0.0,0.2312,"I REALLY want to like this company so I keep trying.  Their app is great, easy to use.  Prices are typical NYC prices and they have good promotions, bringing prices down to decent.  The issue is that I will have items that were not actually cleaned returned to me.  They are pressed, in plastic, etc.  But not actually cleaned.  This is a bit frustrating to have to do repeats.On the plus side the customer service is very very good and they do do it over- so I keep coming back!"
3.0,0.169,Missing clothes! Not customer service contact!  Got wrong clothes. I hope someone random doesnt have my clothes
4.0,0.1792,You ruined my pair of favorite shorts that weren't cheap and you charged me twice.  I've been calling your crappy company all week and there's been no response! I've emailed several times and no response.I will NEVER in my life use your services again...and I will tell anyone and everyone to NEVER use you!!! YOU'RE TRASH!!! SCREW YOU CLEANLY!!!
1.0,0.1855,"They are the worst! After delaying my order 3 times (they kept claiming that the delivery person had an emergency) it says on the app that my order was delivered. I was home when they supposedly came and I have a door man. There is no delivery in my building! They keep telling me to check the front desk but I have several times, I have even looked through the entire package room and there is nothing there! The customer service is horrible, they put you on never ending hold and the system hangs up on you after you have been on hold for 5 minutes. They also never call you back. I have a feeling they have lost my order and will not admit to it. There was at least $400 worth of clothing in my dry cleaning bag. DO NOT USE THIS SERVICE!"
5.0,0.1557,They started out so strong. But now I'm so disappointed with their pick up and delivery.  Will drop them if I can find a solution near me.
4.0,0.2018,The worst. Stay away. Delivery and pickup is always delayed so you cannot depend on scheduling your day around them. We have had very expensive custom made shirts go missing. We have had holes ripped in shirts and buttons ripped off.  We have had deliveries simply not show up and suddenly appear a few days later because they were rescheduled without us knowing. We have had clothes slated for wash and fold be moved to dry cleaning with excessive fees. We have had clothes come back dirtier than they were sent. And to top it all off we have the premier reserve membership and still get sub par treatment. Cleanly will not allow cancelation or prorated membership FYI. I will wear dirty clothes before I send to cleanly again.
0.0,0.177,"Lost my stuff. Literally. I sent my sheets, towels, and clothes to get cleaned a few days ago and got someone else's stuff back. I'm still waiting on mine and customer service is not responding. I have no towels, sheets or clothes.Just go with one of the neighborhood laundromats - most have delivery and pickup for free, minus an app."
1.0,0.2159,"Cleanly turned all of my white clothes pink. I don't know how this is even possible given I have no pink or red clothes in my order and colors and whites are supposed to be separated. They tried to bleach them and somehow they look even worse now. Worst part of this experience? The WORST customer service I have ever experience. I email them almost daily to call me to help solve this problem (they have no phone number that I can just call). They've set up several times to call me and each time the call request ""didn't go through."" They take several days to reply to emails and I am beyond frustrated just trying to get my clothes fixed or compensated. Absolutely terrible experience all around and I haven't even mentioned that their drop offs and pick ups are never within the hour."
6.0,0.1872,"What a great idea! In theory... This company's customer service and overall performance is awful. Never again. The app is bad, the service is worse. They dry-cleaned items to be laundered. Sent back pressed shirts that were unbuttoned. Some items were ""scented"" some were not. I'd rather all just be clean without some awful scent but that's not an option. They decide what you're getting and when (and if!) you're getting it back. Almost impossible to contact. Had to Twitter shame them into getting a response and resolution. AVOID AT ALL COSTS! TRULY AWFUL."
0.0,0.2093,"Ok to good service, abysmal support. I think until they sort out their issues with their customer care team (unresponsiveness with total radio silence for days, unhelpfulness with billing issues with duplicate charges, no way to wait on hold, etc.) you should avoid and look into local or another courier-type service."
4.0,0.1635,"Laundry Service NIGHTMARE! I used this laundry service and they ""lost"" my items SEVERAL times. Funny how my most expensive items went missing. After my complaint they offered me $15. Really? They initiallyoffered me a coupon after agreeing to leave a positive Yelp review and I'm so glad i didn't. It all makes sense now. Like your clothes? Avoid this place!!! Not to be trusted."
3.0,0.2239,"Lost my clothes. A huge. Bag. Of post vacation. New and old. Clothes. Customer service sucks. Can't call when they say they will. Don't email when they say they will. And their whole ""we have a bar code system to track your clothes"" is a joke. Now I'm out thousands of dollars. Oh think flycleaners is better? We only went to Cleanly because flycleaners did the same. And when they finally found our clothes, they returned them. Unwashed. So very first go with Cleanly, and they lost a mountain of clothes with little to no follow up, assurance or customer service."
0.0,0.2357,"Cleanly gave us $90 credit to win us back as customers, so we decided to try it again. Turned out to be the worst choice we made. Sent them high quality dresses to dry clean and came back with damaged dresses. Fabric also feels different after Cleanly's poor service. We've been using other dry cleaning service in the city and never had a problem for the same clothes...Marketing strategies really won't do much if the service is fundamentally bad."
2.0,0.286,"I initially loved Cleanly, so much so that I invested in a reserve membership.  However, since I have been in central Brooklyn​ (even with the reserve membership), I have been notified via text on 3/4 orders that my order would be at least an hour late.  Cleanly provides a link to reschedule ""for free"" if your order is late, however rescheduling is not really free because (1) to get your laundry back at the originally scheduled time you'll have to pay extra if your order was originally a free, three-day turn around and (2) the link to reschedule sometimes is defective and doesn't provide rescheduling times. These issues would be fine IF there were a customer service staff to assist customers from the back end while the app continues to develop and de-bug. Unfortunately, this is possibly the worst aspect of Cleanly--I have attempted to call the company three times and always get placed on hold, disconnected, and then never called back.  I've tried waiting on hold and asking for a return call--neither yields a human on the phone.The unavailability of customer service is particularly troubling when it is 9:30 p.m. and you receive a notification that your pickup will be at least an hour late but you can ""reschedule for free,"" yet the text link only allows you to reschedule for a rush delivery fee. You'll get your laundry eventually, but plan for about a two day flex range unless you're ready to wait on pick-up or drop-off all night."
4.0,0.2923,"I used Cleanly many times with no issues from the time I first signed up until several months ago. I used to think it was a great service. However, in or around March of this year (2018) something changed and everything went downhill. I don't know whether there was a management change or whether the company is just incompetent but I recommend that you never use them. They will lose your expensive clothing, act like it's no big deal, and make you wait weeks for an answer. They also claim that customer service is available but they do not pick up the phone and it takes days to get a response to an e-mail. AVOID THIS COMPANY. SERIOUSLY!The first incident occurred in March of 2018. I sent out a very large wash and fold order and everything in the order could be machine washed. However, Cleanly unilaterally decided, without 1st consulting me, that some of the items needed to be dry-cleaned (they did not) and removed them from the wash and fold. Thereafter, all of these items (two pairs of pants and 10+ button-down shirts) went missing. I contacted the company and they were extremely slow to respond. It took multiple e-mails and phone calls and nobody would tell me what was going on other to say they were ""working on it."" Eventually, after two weeks of going back and forth, they finally located my items, but even then a pair of pants was still missing. While they eventually reimbursed me for this item, it was not before they accused me of being a liar and not sending the pants out in the first instance. They also refused to credit my account for all the hassles, merely offering me a 20% off discount on my next order. Thereafter, when I went I informed them I was deleting my account and that they should not charge me for the order, the begged me to give them a 2nd shot and told me to use the 20% off coupon and they would take special care to ensure this type of thing did not happen again and to properly inventory my clothing.Despite my better judgment (which I honestly should have followed), in April of 2018 I decided to give them one more chance. However, since I did not trust them for wash and fold, I decided I would send out my dry-cleaning to them (I had never previously had an issue with the dry-cleaning service). My dry-cleaning was picked up (4 items, two suit jackets and two suit paints i.e. two full suits) and the next day I received an invoice for only 3 items (2 jackets and 1 pair of pants). I immediately contacted the company. First, I received incorrect information from them. Then, when I called back they told me the item couldn't be deemed ""missing"" until after my other items were delivered and to call back when they were. They also said they would update me by e-mail but never did and tried to play it off as an ""invoicing error"" when in fact it was not. When the clothing was finally delivered, only 3 items were returned, but the hanger that the 4th item was on was IN THE BOTTOM OF THE DRY CLEANING BAG. As soon as I got the delivery, I asked the delivery guy what was going on. He shrugged and said he had no clue he was just the delivery person. I then attempted to call the company multiple times but nobody answers the phone causing me to wait on hold 3 times for over 30 minutes only to ultimately not be able to reach anyone. I also sent 2 emails and a Facebook message that as of now have gone unanswered. The pants that are missing were custom made and everyone at Cleanly continues to act like this is no big deal. In addition, they again accused me of not putting the pants into the bag as if they were trying to imply I was a liar. When all of this is said and done, I will be deleting my account permanently and never using Cleanly again. I recommend that you do not start using Cleanly if you are thinking about doing so and that you delete your account if you already have one, before something like this happens to you."
2.0,0.1776,Do not recommend. Had to reschedule a flight right before Christmas because they took on too many orders and couldn't get mine done on time. Rescheduled on me multiple times.
1.0,0.1931,"I am baffled by how unprofessional and non responsive their service is. They lost all my items worth several hundred dollars and delivered someone else's items to me instead. It's been a week since then and despite my countless phone calls and emails the only response that I have gotten was that they will schedule a time to pick up the wrong items! I have heard nothing about my own order yet. Obviously, this has been an awful experience, and I highly recommend that no one ever use their service."
4.0,0.195,"Word of warning to anyone that likes the items they are about to send out. I am not one to usually write reviews however I'm hoping this will spare someone from having to re-purchase all of their items. This was my first time using Cleanly and the experience has been really poor. My clothes/bedding etc. have been missing for the past 15 days. Each time I try to call I am disconnected after waiting 20 minutes and my last 4 emails have received no reply. Even when initiating contact originally it took days for the cleanly team to pick up the incorrect items, and once they did they sent a photo of the incorrect items back to me, asking if it was my missing laundry. All in all the service is very disappointing and I am now left out of pocket as I have to purchase new items, with no refund or compensation."
2.0,0.2095,"I wish I'd read the ""not recommended reviews"" before I tried this service. It's my first time and they said my laundry would be done & returned to me from 9-10am the following day when I scheduled. They then emailed me at 6:30am saying it would be in the evening instead but did not specify a time. I emailed 3 times. Still no response. I got the app and it said two days from now. I freaked & googled the customer service number(888 257 8856). They said that there was something wrong with the app and it's scheduled for delivery between 9-10pm. So a total of 32 hours after pickup. Definitely not a good first impression and I won't be using the service again. Really sucks."
1.0,0.1768,"Seriously I have no idea how this company exists. They turned up two hours late. With a delivery driver so rude she wouldnt even get out of her car. The laundry bags smelt of cigarette smoke, and they failed to deliver back on the day they promised. Added to which they have never replied to any emails enquiring when I might get allmtmissing . This is a case for the Better Business Bureau. This cowboys shouldn't even be operating."
0.0,0.2108,"Service is awful, my white clothes became grey, 2 bras I got without hooks, and pajama trousers are ripped, basically all of my laundry was ruined.When I reach the customer service to resolve the problem, they took no responsibility for this bad result.So far second month I trying to call, the simply ignore me."
1.0,0.2131,"We used this service and our laundry -  actually less than half of it - was delivered last night. NOONE answers the phone . We have been on hold both last night for an hour and this morning for an hour. No answer to emails . Where are our clothes? This is really upsetting. Do these people compensate for losing a large amount of your clothes that I can't afford to replace? This is a highly unprofessional company and we will not use them again and will tell all our friends. It is one thing to lose our things, but another to not even respond to us."
1.0,0.2405,"AVOID AT ALL COSTS!!! This company is extremely unprofessional and unreliable. They lost my ENTIRE ORDER and delivered someone else's laundry to me. It was impossible to get in touch with them to report the problem. I called multiple times, only to wait on hold and receive an automated message saying someone would call me back. Finally, someone called me back 24 hours later, only to say that they had probably delivered my items to someone else and they would ""look into it"". I then had to constantly keep reaching out for them to get an update. Terrible customer service. Still have not found my clothes, 12 days later. Needless to say, I will never be using this company again."
3.0,0.1541,"Cleanly is the worst. They screw up constantly, make it impossible to contact customer service, and never get back to you. Seriously, just buy new clothes every other week, it's easier than dealing with these idiots and you'll inevitably end up doing it anyway."
0.0,0.1919,Eek! Methinks not is a PERFECT description thanks Yelp. They ripped my sweater and will not fix it for me. I have had this sweater for 2 years (and I have another in a different color) neither have ever had a hole until now. Its the size of 3 quarters together. #byefelicia
6.0,0.1991,I bought a new shirt that I wore once! I got it back stained and damaged! Blue stains on my white shirt and has holes??
3.0,0.262,"We were fine for a while...but now i'm done. Give delivery person TWO FULL BAGS OF LAUNDRY. One PURPLE CLEANLY BAG. One RED LAUNDRY BAG. I received 1/4th of my clothes in a random BLACK bag! Weeks worth of clothes, TWO LARGE COMFORTERS all gone! Cleanly is performing searches but comes up empty. NEVER AGAIN! Save yourself the trouble."
2.0,0.1914,"Like all of the other recent reviews on here, Cleanly has gone WAY down in quality these past 3-5 months. The app is easy to use and since I live in a doorman building the pickup and dropoff was seamless. For close to 6 months, they did a solid job cleaning and pressing my shirts.These past 3 months have been a nightmare. I have had probably close to 10 stained shirts and Cleanly has a ridiculous policy that a stain must be reported within 7 days of the order. Who has time to inspect every single one of their shirts upon delivery?? I wear my shirts over time and if I notice a stain I report it right away.They refused to provide any credit for a stain that was reported NINE days after my order instead of 7. Horrible customer service and now a horrible product as well. Stay away."
1.0,0.2012,"I have used the app a few times, the most issues i had was them being a little late delivering my clothes. However, this week they lost my order. Not only is it extremely difficult to contact anyone from customer service to get an update or information but they also informed that after 5 days they found my clothes, and told me that they will deliver them to me before 10 PM. At 11PM I am not able contact anyone and my order is nowhere to be found. This is unacceptable, if you are making late deliveries make sure a customer service rep is present and make sure that the call back service is actually working. I have called multiple times during the week (during regular business hours) and only once did i get a call  back that got disconnected and no one called me back. I am sorry but this is very disappointing and frustrating."
5.0,0.2125,"I was hesitant to use a cleaning service, afraid my clothes would come back ruined, and unfortunately I was correct. The individuals who picked up and delivered my clothes were courteous, professional and timely. They were fantastic.However, my clothes, which I had asked to be washed in cold (they were all brights anyway so I'd assume they'd be washed in cold anyway) definitely weren't and now look very worn out. Some things are unwearable and I'm very disappointed."
1.0,0.27,"Over the last month there has been nothing but issues with delays. I would send in laundry for their overnight service (which costs more) and they would send an email at midnight saying it won't be ready until the following day and that they rescheduled the delivery time for a different inconvenient time. They only deliver in the morning and evening so they state it's not even possible for them to fix the delay and deliver during the day. Don't use this laundry service. Also forget about trying to get ahold of them by phone, no one answers."
6.0,0.2007,"I used to love cleanly because I don't have a laundromat nearby. Things have gone downhill lately. The second last time I used their service they rescheduled my return time twice. fine, I am ok with that.The very last time I used it in mid June, the delivery guy just said that my hangdry shirts are delayed. I immediately looked it up and emailed customer service right the way to check the status. After their ""10 business days of extensive search"" they declared that they have lost my shirts. I am not asking for too much, only hoping that they can reimburse me the cost of the clothes (they are tailor-made shirts btw).not only they couldn't match the cost, they could only reimburse me 10 times of the cost of washing the items. just $90 bucks for three shirts. so like what? I shouldn't do laundry with them for any item that's more than 30 bucks? anyway gonna be the last time using their service. so long, cleanly."
2.0,0.1989,"When I first moved to the city, 2 years ago, they were fantastic. The app is easy to use and the service is convenient. Within this last year they have gone downhill. I'm not picky when it comes to my clothes. But I was tired of my clothes getting lost and getting other people's socks and less and less of mine. However, it's the age old saying ""if you want something done right, do it yourself."""
0.0,0.1861,"Cleanly stole my $2,000 brand new trench coat. They did not return my calls and took days to respond to my emails for two weeks while they ""searched"". Eventually I was told I could get a $150 reimbursement at maximum. This is the most utterly disgusting approach to customer service I have ever experience. I will never use your service again and will tell everyone I come into contact with to avoid you at all costs. Cleanly does not even deserve one star. They are thieves."
6.0,0.1844,"Do not use them. They will ruin your cloth and say, ""too bad but here's $50 credit for you"". B**ch, it was $400 dress."
0.0,0.1921,"I just received my order from Cleanly.Being a first time customer, I looked forward to using a new service that prided itself on high quality and convenience. I was terrifically disappointed when I opened the bag.All of my clothes reek of chemicals - my entire apartment smells.  My four shirts look like they just came out of the dryer, my Sandro sweatshirt looks like it aged two years, and my Hugo Boss overcoat has white dog hair all over it - I don't own a dog. Be aware: Cleanly ships everything to the Bronx. It is obvious that the cleaner doesn't know the difference between a $300 sweatshirt and a $30 sweatshirt and frankly, I bet they don't care. This lack of quality is reiterated in other Yelp reviews...just keep scrolling down.My order is unacceptable in its current form."
1.0,0.2166,"They lost my clothes!Last Saturday morning my wash and fold order was picked up. The employee mistakenly entered everything as dry cleaning. I spent the next two days trying to contact the company thru email, phone, Instagram, and text. They finally told me it was fixed. They dropped off clothes that Sunday night. They are not my clothes. They lost mine and I have someone else's property. I have spent this entire week trying to contact this company to get any information about my missing clothes. Still no response. Terrible service."
2.0,0.1939,"Terrible experience using Cleanly! First problem: I scheduled for an 8-9pm pickup. At 7:30 pm, I got a message that they were cancelling the pickup and it would be rescheduled to 6:00am the next day. There is no discount or anything if they do this, you're supposed to just be at home whenever they're free I guess?Second problem: I signed up because of a promo code for $10 off the first three orders. This discount was not applied to my order. Third problem: I messaged customer support about the issue with the invoice for my order. After sending a screenshot of the discount still showing in my Cleanly app, they stopped responding. It's been two days.On top of all of this, they charge extra for items you can just throw in other places (like duvets).Absolutely will not use again, and regret using it once."
2.0,0.1915,If I could give zero stars I would. If I had ANY other option in my neighborhood I would take it. I don't understand why they can't figure out how to pick up and deliver at the time that you scheduled. What is even the point of scheduling a time if they're always going to ask you to reschedule.
5.0,0.271,"I used Cleanly one time, my first time using a laundry service, and I will never be using one again. My clothes are predominantly black and white, making them exceptionally easy to sort. And yet, when I received my clothes back from Cleanly all of my whites were a dingy grey!!! I was absolutely floored that a professional laundry service would return my clothes in such a state. It was not a minor change in color, either: the clothes were completely unwearable. Not only that, but one of my air-dried white shirts that wasn't dirty at all when I gave it to them came back filthy, splashed and splattered with dirty water. (It was extremely humid and rainy on the day they returned them and the plastic over the clothes was ripped and scrunched around the top of the hanger.)Speaking of hang-dry items, take caution. They use wire hangers to do it, meaning you get shirts back completely misshapen and stretched out at the shoulders. Those were also unwearable.When I told Cleanly about these issues, they were nice and responsive, but insisted that let them try to fix the shirts before reimbursing me. That was obviously going to be a waste of time, and it was. Those clothes came back in the same condition (including the shirt they got dirty...still dirty). The blacks they were redoing due to the misshapenness came back with white detergent all over them, so were again unwearable. The smell of detergent on everything was actually overpowering.I was reimbursed for the shirts, but only up to 10x the cost of washing the specific clothes that were ruined. That was about $75 total for 6-7 shirts. Clearly not sufficient to replace what was ruined. They also only reimbursed for the order cost of the shirts they ruined, not the entire order.Based on other reviews, I think I just had horrible luck. Customer service was very responsive and as helpful as they could be within their policies."
2.0,0.2572,"STAY AWAY! The service has drastically gotten worse. They promote that they separate colors and whites and my white sweatshirt came back with blue spots all over it. They make you submit a picture that the tag says to wash separately- which it did- but either way that shouldn't matter as this is already described in the service. When I asked for reimbursement they ignored and asked if they could try to re-wash it. You select a time slot for pick ups and drop offs- they are rarely on time. I've had them show up 40 minutes early OR over an hour late. Whats the point of schedules when I cant plan around it? This week:Monday- Pick up cancelledTuesday- Late Pick upWednesday- 1.5 hour late drop off, they tell you that you can reschedule and wont be charged the rescheduling fee- I got charged anywayWednesday evening- Rescheduled drop off is cancelledI asked for a refund and I got $10 off of a $70 dollar order. I will NEVER be using this service again- my boyfriend and i have been loyal customers. Take accountability and research the meaning behind good customer service. Oh and did I mention I was just on hold for 45 minutes just for their automated voice to say ""sorry we cant help you right now call back later?"""
2.0,0.2965,"I want to like Cleanly, but they just won't let me. It seems like every time I open the app, there are no pickup times available until the next day. OK, not the end of the world, but as a business traveler, I sometimes just need my clothes cleaned that day. So I finally planned ahead enough one week to schedule a Cleanly pickup the next evening. There's a 3% discount for leaving laundry with your doorman, and since I was in a hotel, that was going to be easy. The app told me my pickup would happen before 7pm, but then I got a text saying it would be between 7-10pm (weird). I left my laundry with the front desk the next morning, with clear instructions in the app to pickup from there.Fast forward to the next night. It's 10:30pm, and I'm out when I get a text that just says ""the gentleman at the front desk refuse to look for your clothes"". I replied asking if this was Cleanly, but got no response. Annoyed, I head back to my hotel to talk to the front desk. Turns out the pickup guy said that he was picking up clothes from my room. The front desk called my room twice (but of course I wasn't there). They then suggested the pickup guy call me, to which he responded to them ""I'll just mark is as a no show."" Of course since it was a different person at the front desk, they didn't know my clothes were just sitting in the luggage room.This will probably be my last attempt at using Cleanly. Their support section in the app also just gives a general ""network error"" when you click it too, thus the airing of grievances on Yelp. Rinse (a similar service in SF) has worked seamlessly for me, so Cleanly has just been a huge failure.C an't seem to get their scheduling right.L ack of communication from the pickup guy.E rror messages in the app.A nnoying overall experience.N ever seem to have earlier pickup windows.L ocal laundry places are more effective.Y ou're better off just hiring a courier or TaskRabbit."
1.0,0.172,I am never using cleanly again. It was great until I scheduled a rush order and they changed my drop off time from 8:30-9:30 AM to 8:30-9:30 PM. horrible business expecting the customers to be available at their best convenience. I am going on a flight in 4 hours and now will not have any of my clothes.
2.0,0.1803,"I was charged for items to be hanged dry and they were sent through normal wash and are now ruined. I've been using for over a year and will be canceling my reserve membership. Ruined clothes was the final straw after late deliveries, no shows, and clothes with a questionable smell after they were washed. Loved the convenience of the app and door to door delivery but that convenience will be easily outweighed by the cost of the clothes I will be replacing."
6.0,0.2202,"If you're considering signing up for Cleanly, this is an important story for you to read. I have used Cleanly consistently for a couple years - for both dry cleaned clothing and laundered shirts. Initially, I was thrilled with the service. Good quality cleaning, and responsive support staff. But something has gone seriously wrong over the past few months.The cleaning service has gone substantially downhill, with clothes beginning to come back feeling less ""fresh"", more frequently damaged, and often not even properly pressed. Making matters dramatically worse, I sent in a big bunch of clothing a couple weeks ago - an almost $300 order. And Cleanly managed to lose a substantial portion of it. I reached out immediately, and have received a bunch of not-so-apologetic form letters in return, apologizing for the ""inconvenience"". They claim to be searching for the items, but days go by without any updates. I even emailed the chief executive, who couldn't be bothered to respond.Losing a loyal customer's clothing is bad enough, but the cavalier response shows a complete lack of care for customers' belongings. I note that another user just days ago reported he same issue. Caveat emptor."
6.0,0.1927,"I use to say ""Yes, Cleanly saved the New Yorker from laundry"" but all that has changed. They lost ALL my very expensive clothing, one which is my courthouse wedding dress. My recommend is to NOT TRUST them with anything you like."
0.0,0.2833,"The only good thing about my cleanly experience was the man who picked up our items who was lovely and quite friendly. Completely downhill after that, which is so upsetting because I really wanted to love this service. We just moved to a new building and our laundry room is not complete yet so we are pretty reliant on a service and I was hoping that I had found our salvation in Cleanly but I was wrong. See below for my list of grievances but adding insult to injury, you cannot get a human on the line. I am DONE. Garbage service, don't do it. 1. My potholder was bleached and ruined. 2.  My towels were bleached and ruined. 3. Some items were sent back inside out. 4. Every shirt was folded backwards most and very wrinkled as well. 5. A silk blouse was folded carelessly and is wrinkled terribly. 6. My makeup case was balled up instead of folded. 7. My hangdry items were returned in a plastic bag on hangers but were put inside haphazardly and completely wrinkled, defeats the purpose of hang dry. 8.  24 hours after receiving my order, EVERYTHING IN MY HANG DRY IS STILL WET and now smells of mildew. 9. Two bras were returned in the hang dry bag SOAKING WET STILL. LITERALLY DRIPPING."
3.0,0.1662,Website is impossible to navigate.  They don't tell you the prices of anything and want your cc info first.  No thanks.
1.0,0.1823,"Does the idea of feeling robbed get you excited? Are you looking for more stress and aggravation in your life? Do you hunger for the feeling that you don't matter?Then Cleanly is the dry cleaners for you. Two suits of mine went to Cleanly and have not been seen since. How did the case of the missing suits begin? Glad you asked.My clothes were supposed to be delivered today. I get a text 30 minutes prior to delivery saying a glitch in their app meant that they wouldn't be delivered until tomorrow. Of course, I'm traveling tomorrow and need the suits prior to then, which is why I chose delivery today. After a multitude of demands to return my clothes (even dirty!) the woman at Cleanly tells me nah, they're just going to keep my stuff against my will until tomorrow (?). Nothing they can do. So sorry. So, of course, they will ensure the suits are delivered before my flight at least tomorrow, right? Nah. So, of course, the manager will call me with further details tonight, right? Nah. So, of course, she's going to connect me with someone who can do something at all tonight, right? Nah. Welcome to the world of Cleanly. Don't forget to get your free box of helplessness with every load."
6.0,0.1989,"This is one of several on-demand dry cleaning services I've tried. I'm not even sure if these were actually cleaned, they sure don't smell like it or look like it. The problem with these companies that are uberuzing services -  they farm out the work to third-party contractors and there is no quality control. Where in NYC is a good dry cleaner?!"
1.0,0.4732,"Do NOT use this service unless you like your personal property to be STOLEN (for all intents and purposes)!!All I can say is get out while you can. Look for another service- ANY other service because this one really takes the cake in ineptitude and incomprehensible lack of communication. This is the 2nd time, not the first, the SECOND time Cleanly has failed to deliver my laundry and dry cleaning orders back to me during the specified time, or even the specified DAY I scheduled the drop off for. The first time it took DAYS to hear even a peep from cleanly as to where my personal property was after they missed their delivery window. After being talked down by the manager, Torva, who assured me she would personally be keeping an eye on my orders going forward, I decided to keep using Cleanly.Flash forward a couple months to my current order, scheduled to be picked up Friday AM, dropped off Sunday PM. Pick up goes off without a hitch, then Sunday night I get a text saying something happened with my valet and they are unable to deliver my order - it will be rescheduled for the next available time. I replied to the text, called the office and emailed the ""support"" email several times that night and heard nothing- CRICKETS. I stayed on hold for almost an hour- no answer- no answering service that says they are closed- NOTHING.I call the next morning and finally reach someone, who confirms my order has been rescheduled for the soonest time I can actually be present to receive it - that evening.  The representative I spoke with confirms the day/time via email as well.That evening I check the app, just to double confirm, and IT IS SCHEDULED FOR THE NEXT DAY. After speaking with several representatives that evening everyone tells me a different story. I finally speak with the manager Torva, again, and confirm with her that since this evening is obviously shot it has to be delivered the following morning, before I leave for work. She confirms. We hang up.The morning rolls around, I get a text saying my laundry will be delivered as discussed, and then NOTHING. My personal property (with items I needed since Sunday evening and it is now a Tuesday) are STILL no where to be found. I called the number again and was on hold for 30 minutes and NOTHING. No answer- NOTHING.Seriously GET OUT NOW. Save your money, your time, and your energy trying to get your own f*cking personal property back."
