Dominant_Topic,Topic_Perc_Contrib,Text
7.0,0.1746,"While Cleanly is a bit more expensive than your average Manhattan dry cleaner, it beats the places near my apartment and picks up / delivers directly to my door. They're very good about following your care instructions, and moving your pickup or delivery time is easy if you know you won't be able to be around at that time. I've switched and I won't switch back!"
2.0,0.1652,"They do a good job. Their valets arrive on time, they wash dry and fold as good as anyone. I like that i can have dry cleaning and laundry picked up at my door and not have to shlep it to a laundromat. It's a tad pricey compared to options that don't include delivery but I suppose that's to expected."
5.0,0.1778,"Cleanly is awesome! I totally abandoned my previous cleaner--they kept sending my clothes back with stains and still smelling dirty...just nicely folded.So far, Cleanly has done a great job. The staff are friendly, the service is right on time, and the clothes come back looking and smelling amazing."
8.0,0.1674,I tried a few different places before going to cleanly and it is the best by far. They are always on time and the app is easy to use. It is a little pricey compared to other places but the service is worth it for sure. Clothes always smell great and are clean (which was an issue with other places). Another thing is that they have yet to shrink anything which was a huge issue with other places.
4.0,0.1537,This laundry app is the dream of the busy New Yorker. Efficient. Dependable. ALWAYS ON TIME. Highly recommended.
0.0,0.164,Very easy to schedule and they are always on time & super nice. I gladly pay the extra 50 cents a lb for more flexibility on pick up and drop off times.
2.0,0.2747,"I've used Cleanly three times now and it's definitely my favorite pick up/delivery laundry service in NYC. The app is sleek and easy to use, with many options to chose from in terms of laundry preference. I love that they have three separate bags to give you so you can choose to wash and fold, wash and hang dry or dry clean. So great, as I have MANY items that need to hang dry. I love the option to drop off with doorman, since I do live in a doorman building. Makes it convenient and easy for me. As for the actual laundry, my clothes have always returned clean and smelling great. They also do a great job with folding.I only have a few complaints. In the app, I find that I need to re-enter my address every time in order to denote that I want to drop off my laundry with my doorman, otherwise I'm forced to schedule a pick up and drop off time. I also noticed that I haven't been getting the promised doorman dropoff discount on my receipts which is a little frustrating. Finally, I've never had any clothing lost, but I have received a sock that wasn't mine. No big deal for me there though. And as always, you have to pay the price! It's expensive, but no more so than every other wash and fold service I have tried.I would also love the option to clean my whites with Clorox II instead of bleach, but that's being very picky. :)"
4.0,0.137,"Cleanly does an excellent job on my laundry, & retruns it me very quickly. They use tech to inform me of their progress. Really superb."
4.0,0.161,"Cleanly is a great value for amazing service. I love that they offer hang dry service for delicates and separate whites from colored clothes to wash. I've also had fantastic experience with their customer service: They text you updates on pickup and delivery, and a real human responds very quickly to any texts you send with questions. They also offer great promos very frequently. I would love to do my laundry myself because I am so particular about how I like to fold my things, but this is the next best thing!"
0.0,0.1795,"Cleanly is how I do laundry. The app is easy to use, valets are professional and friendly, pick up and drop off is always on time, and my clothes come back clean and smelling great. The price is reasonable except for blankets ($20 each). You can text customer service and they resolve any issues and have even given me pick up times at the last minute that you can't get through the app."
5.0,0.2141,"I have truly enjoyed the services Cleanly has provided us!  I discovered them when I found an awesome apartment that didn't have laundry onsite.  I'm on the top (third) floor and my back won't allow me to lift two folks' worth of laundry up and down weekly (plus the nearest option blocks away).  The pick up/drop off people are pleasant and on time and the clothes come back clean, as expected.  I would give them a 5 star based on quality and reliability, but gave 4 for two reasons:  the cost is not modest and also, of late, there has been a two day lag from pick up to drop off (only a month ago it was next day service).  You sometimes have the option to pay even more for a rush, but no luck.  Would be great if they periodically gave coupons or perks for regulars!  Regardless, I highly recommend Cleanly!"
4.0,0.1655,"This was my first time using the services of a laundry company that do pick up and delivery so I was a bit skeptical but luckily everything turned out perfect! The laundry room in my building will be closed for a few months due to repairs so I did extensive research and picked Cleanly. They were great! They sent me a bunch of emails and texts regarding the whole process and did the pick up on time and the delivery even earlier! The personnel were very nice and helpful. The clothes smell clean! Overall, like I said, my experience has been nothing but perfection. I will definitively do my laundry again with Cleanly!!!"
2.0,0.1972,"This review is long, but if you want to know if you should use Cleanly...the answer is unequivocally, unquestionably, YES. After moving to New York a year ago (from the deep south) I could never get a handle on the arduous, painful, and equally necessary task of laundry. I went to a self service laundromat about 3 blocks (avenue blocks, mind you) away, and I saw how their wash and fold service worked...it grossed me out. So, I did my own laundry, in New York, for a year. About a month ago I was done. I couldn't keep it up, so I searched Yelp and Google for an answer...behold, Cleanly. I was highly skeptical at first, having never used a wash and fold service, not to mention the idea of a stranger up to his or her elbows in my unmentionables. Well, I quickly got over that. They provide you with a giant (think 50 pound drum, okay kidding) canvas bag for wash and fold, a hanging bag for dry cleaning, and another hanging bag for hang dry items.Best things about Cleanly:1. The app makes it SO easy to order a pickup2. You get to pick wash temps, detergent type, dryer temp etc.3. You get to set the time, and in my experience (5 orders now) they arrive in the first 15 minutes of the 1 hour time window. Every. Single. Time.4. The valets I've dealt with are really friendly, which, I mean who doesn't like that?5. MY CLOTHES SMELL AMAZING.6. I haven't had any thing lost7. Cleanly Reserve. Worth it. This gets rid of the $30 minimum and $4.99 delivery fee (still worth it), and you get up to 12 hang dry pieces for free? I believe it's 12. Don't quote me.I have told all my friends about this service. It has literally changed my life. Cannot say enough good things."
2.0,0.3224,"App and website are simple and easy, valets are on-time and professional, quality is always spot-on. Wash and fold and pressed shirts are a touch more expensive than your standard NYC laundromat ($1.50/lb for wash and fold and $3/shirt for pressing and hanging at time of writing this) but of course they actually come up to your apt door to pick it up and drop it off, which to me is worth the price.They're happy to your use existing laundry bags and when they return your pressed items they're all hung up nicely in a suit bag. They also let you specify preferences (both for a single order or your personal defaults) for things like water and dryer temp (which can be different for darks and lights!), detergent type, bleach or no bleach, etc., which is awesome. Getting back shrunken clothes from the laundromat is kind of a pet peeve of mine. Oh, and as far as I can tell they've never lost anything or accidentally put someone else's sock or t-shirt in my bag.Only small quibble is that pickup and delivery times are all in the morning before 10 or in the evening after about 5. I work from home so mid-day would be convenient. But I realize those windows are probably what work best for most people who actually leave their house for most of the day."
4.0,0.1409,"I personally hate the hassle of doing laundry but with Cleanly it's quick and easy. The app is user friendly and I can arrange a pickup within seconds of thinking about it. The text message updates about the timing of collection and drop off are useful and allow me to plan well. The service and quality of laundry is really good. My clothes come back well packed, pressed and smelling fresh. I'd recommend Cleanly without a doubt."
6.0,0.1407,Usually on time and always smelling great. Good service that I recommend if you live without a washing machine or just want to save time.
4.0,0.1393,"I've been using Cleanly for over a year now. They always send my laundry back on time and it's always folded to perfection. I once had an issue with the service which turned out to be my own fault. However, they have some of the best customer service people I have ever dealt with. They are quick to respond and are very kind in the process!"
8.0,0.1923,"Although Cleanly comes at a bit of a price premium compared to other places in the area, I choose to use Cleanly because it required minimal effort on my end, is consistent, and the people delivering and operating the customer service end of things have always been pleasant. I love how you can schedule pick up and delivery and someone from the Cleanly team promptly shows up at your door, on time and with a smile. It has definitely taken the stress out of doing laundry in the city.I have never had a problem with pieces going missing or becoming damaged--something that has plagued me at other cleaners. My clothes come back smelling clean and fresh time and time again.I wish Cleanly was a little cheaper, but at the end of the day you pay for what you get."
8.0,0.1607,"I've been using Cleanly (I have the paid annual subscription as well) for about four months and the service has been nothing but stellar. Their pickups and deliveries are always on time, and my clothes are always properly cleaned. No issues with shrinking, or bleach stains, etc. VERY, very impressed with Cleanly. Highly recommend for busy people who also hate doing their own laundry !"
3.0,0.1607,"We've been using cleanly for about a year and a half now and overall, it's been a good experience. A few minor issues now and then, but the convenience makes it worth it for us. I suspect some areas of the city are more problematic than others since I believe they use many different laundry facilities and the quality and reliability may vary based on that. But luckily, nothing of ours has been lost and the valets themselves are usually reliable."
5.0,0.1476,"I have only the most wonderful things to say!! From customer service and timely pick up/drop off to ease of app use to fresh and folded clothes, Cleanly is amazing!! I would absolutely recommend their services through and through!!!!"
2.0,0.2,Great service. Their app is easy to use. The notifications and valet tracking is helpful. Website and app UX - high marks. Valets are always pleasant even though they have to schlep up four flights of stairs. They give you bags to separate laundry - wash & fold - hang dry etc. Laundry returned in good shape. So far all round a definite thumbs up.
2.0,0.1926,"Finallyyyyy a service that gets it right. App is great, have never had a problem scheduling, and pickup/drop off has been impeccably on time. Windows are only one hour and they've always been at the beginning of that hour for me. This was my main issue with other services- wide delivery windows that would still sometimes leave me waiting hours.I've done wash and fold and dry cleaning, all great. They make it easy, providing a bag for laundry, a bag for hang dry, a garment bag for dry cleaning. Pricing seems reasonable."
5.0,0.1487,Manager reached out and opened search effort. Suit was found after a week and returned. I had to give them some pressure but fortunately the issue was eventually resolved.
6.0,0.1711,"There are a few glitches here and there and sometimes my laundry is delayed. However, the customer service is AMAZING and respond super fast. I keep going back because of the reliable customer service!"
4.0,0.1709,"Cleanly has been a life saver since moving into my 4th floor walk up! There is always a time slot available, often same day, for pickup when I forget to schedule to have my laundry picked up. Getting the items sent back the next day is so helpful as well. Saves me the time of having to go to the laundrymat and sit around. It's so simple to have them pick it up and take care of the time consuming task for you! The laundry always comes back smelling great and folded. We ended up signing up for Cleanly Reserve to save the extra money on minimum fees and hang dry fees. I love the texting feature as well, letting you know when your valet is on the way, etc. We've never had a valet be late for pick up, and often they are at the early side of the 1 hour window. Can't recommend enough!!"
7.0,0.2195,"I've been using Cleanly for a couple of years now and I've been very pleased overall. No cleaners is perfect and I've had a couple of small issues in those two years; however, Cleanly had always done their best to make everything good when I've brought it to their attention. Overall the prices are very fair (better than the cleaners in my current neighborhood) and you can't beat the app-driven scheduled deliveries and drop-offs. The geek in me also loves the delivery driver tracking."
0.0,0.2101,"I never write reviews but cleanly has really been great. Generally show up at the beginning of the hour window they provide for both pick up and drop off. Staff is super helpful and friendly. I've even had to contact customer service (by no fault of cleanly) and they were super helpful and followed through to the T. The pressed shirts come back impeccable but the most important thing is the folding. I'm convinced there are folding wizards tucked somewhere in a dank basement in Manhattan just going hard. The folding is a piece of art. They've folded round things into perfect squares and somehow everything, no matter what it is, is the exact same folded size as everything else. In terms of price, it's expensive compared to a laundromat but very reasonable for the pickup laundry market and totally worth it. Do it."
7.0,0.1533,"Amazing service, prompt delivery, and good work. Very pleased! The only thing that sort of annoys me is that they always deliver the ironed/pressed clothes with the tag ironed in the ""up"" position, so its sticking straight up in all my shirts and you can see it out the back. I wish they'd just iron it in the other direction. Otherwise, very pleased. Bit pricey, but for what you get and the speed at which you get it, its pretty damn good."
3.0,0.2067,"Cleanly is the best! I used to do pick-up/drop-off with my neighborhood laundry service but they were always out of their timeframe and lost my things on several occasions. I found Cleanly via google and have been using them and the app for over a year now. They are always on time, extremely friendly and the customer service is fantastic. The one time I thought they had lost something they were quick to reply (""lost"" item ended up being tucked between two towels and not immediately visible). I've recommend this service to many friends and to you in turn. I even signed up for their Reserve Membership- worth every penny.  Couldn't ask for a better service in NYC. Thank you!"
1.0,0.2577,"I'm a relatively new New Yorker who doesn't have a washer/dryer in her apartment OR building and has had a terrible time adjusting. Who has time to travel to and from a Laundromat? Or make sure they have enough COINS (It's 2018???) to operate the machines? Or figure out how they even work sometimes? And who realistically can do all of this while trying to lug around 15 lbs. of laundry? It's just... THE WORST. Cleanly takes literally ALL of the headache out of laundry. They do the heavy lifting, the transporting, the cleaning, and even THE FOLDING. It's such a relief to have one less thing to worry about or spend time on, and it makes the cost very much worth it in my opinion. I spread this good word wherever I can and am so grateful to Cleanly for making my life EASIER!"
3.0,0.1916,I've been using Cleanly for 2 years or so now - Always reccomend my friends and anyone looking to make their life easier. You pay a slightly higher price but its defintiely worth it. Also shout out to their customer service team always responding quickly
1.0,0.3656,"Good Morning Mr. Harari,Your company is absolutely amazing!!! NEW YORKWhen I had my assistant contract a cleaning company for my home in New York, Your company was selected for this very purpose: ""We built Cleanly to reflect our values of delightful service, simple design, and an obsession with quality. They drive everything we do""This morning my flight was cancelled from JFK to LA for the obvious reasons. Someone rang my doorbell and I answered it. Unbeknownst to me my laundry was arriving, I opened the door and one of you workers handed me my cleaned laundry in the frigid bleeding cold. I asked him WHO MADE YOU WORK IN THIS DANGEROUS WEATHER. He responded with not my employer but the need to keep the heat on in my house for my familyI respect this gentleman for his efforts in being dedicated to the company and his family and caring out the mission on both sides. I was not able to tip the gentleman because I had no cash. However, I was able to provide him a shovel and some salt to assist him with pushing his vehicle out of the snow where he was stuck. You have very dedicated staff!!! This weather is life threatening. I hope that you find a way to tip your workers for this dedicated sacrifice. It truly takes DEDICATED INDIVIUALS to put their life on the line for performing this type of job in this kind of weather where the Governor of the state declared a state of emergency. I hope this young man makes it back home safe to his family and I hope that this company thanks each and every soul that risked their life to work on today.Happy New YearRegards,Kendrick"
0.0,0.1384,Cleanly is the.m bestttt I use it every week and my stuff has never been cleaner and more perfectly folded!!!
2.0,0.1926,"Cleanly has made my life so much easier.  I highly suggest it to anyone for wash and fold who doesn't have laundry time slated into their week. I'm leaving one star out because the one time I used for hang-dry, the shirts came back damp but I generally don't like to send laundry out for anything other than wash and fold, so for that... they get a thumbs up from me."
8.0,0.1878,"Just used this service for the first time because 1) I'm lazy and had a lot of laundry to do and 2) I like things I can pay for with an App.The Experience - I was going to give up within the first 30 minutes of downloading the app because it was buggy and couldn't detect my address/I couldn't enter my address. Since I wasn't doing anything productive the entire day, I decided to e-mail the Cleanly team. After a few exchanges, they manually added my address for me.Someone came by to pick up my clothes within the first 15 minutes of my 1 hour window. I like when people are on time! She was super friendly and placed all my wash and fold laundry into a huge purple bag. She handed me two other bags for future use, one for hang dry clothing and one for dry cleaning.The following day, my driver came nearer the end of the 1 hour window. I took my clothes up to my apartment and opened the bag. Everything is neatly folded and best part is that they don't roll pairs of socks into each other! They lay them out flat, just the way they should be so they don't get ruined. Next time I think I'll request fragrance free Tide on the app since the scent is a bit strong.Overall, the service is excellent. The pricing is a bit steep compared to my laundromat two blocks away, but I'll definitely take advantage of this whenever I feel lazy again."
6.0,0.1315,I have been using this service for a few months now and it's the best I have used since I've lived in NYC for 5 years.  So far everything has gone great. They are always on time and my laundry has never been so clean.   I highly recommend them!!
3.0,0.3767,"*Update*Cleanly fully compensated me for my list items and all is resolved. I'd decided to do my own laundry from here on out but got extremely busy and used them in a pinch last week. All went very well. Pleased with my recent service.*******I had nothing but positive experiences with cleanly for two years. I used them at least twice a month and was always satisfied with the service. Unfortunately, my entire bag of laundry that was sent out on August 24th and was supposed to be returned on August 26th was lost. It was only sheets and towels, which, though expensive and annoying to replace, is better than losing an entire bag of clothing. I understand that things happen and once in two years is a pretty good record. However, the circumstances were strange, as the laundry was marked delivered, the apartment number was printed on the tag and I was at home, and no one buzzed my apt. They did not call to say they were unable to get in. Follow up has been horrible, to say the least. I had to basically stalk customer service with calls and emails and it was 24 hours before I got someone on the phone. Every time I needed an update, I had to track it down (and explain again the entire situation to a new person). I was sent photos of laundry they thought was mine (um, how many missing things are there??) and none of it even vaguely resembled the detailed list I gave of my items, which makes me feel like this situation has not been taken seriously. In addition, the ""search process"" has taken over two weeks. How much area is there to search?I have been told that I will be contacted for reimbursement of the $450 worth of sheets, towels, and duvet covers that were lost. I have heard nothing. I'm very disappointed as I've been a loyal cleanly customer for a long time."
6.0,0.1683,Always worked great for me. I mark exactly what clothes I am giving and have not had any problems. Price seems fair (dry cleaning is understandably a bit expensive). Service people are helpful and on time. GREAT customer service.
8.0,0.1728,"Started using Cleanly after Flycleaners lost a good amount of my dry cleaning .. ugh. But so far Cleanly has been a much better experience and feels more organized with separate high quality bags for dry cleaning, regular and hang dry."
5.0,0.1586,"I've been using Cleanly for about 4 months now and it's changed the way I feel about clean clothes. I live in a 4 story walk up and laundry is a pain to bring up and down the stairs every time. Cleanly comes right to the door for pickup and delivery. They're also very good about following care instructions and all your clothes come back to you smelling fantastic. What I also like about the service is that there is that you can easily change your drop off and pickup time if you need to. For instance if you have spur of the moment plans that happen during a drop off or pick up, simply login to the app and switch it. It's super easy. I would recommend Cleanly to anyone who's looking to give themselves some more time and who lives in NYC where laundry is a hassle to do."
8.0,0.1494,"I tried Cleanly after reviewing it on Yelp because i was fed-up with my building's laundry ruining my whites even though i am meticulous about sorting my clouts from my whites and using only the best products- everything turns grey-i think the machines are not cleaned regularly. So far, i'm really happy with the service i'm getting from Cleanly and their customer support is excellent and responsive if you ever need to call them. One improvement that would be nice is some options around drop-off and pick-up times but i realise that might add costs to the business."
7.0,0.1667,"Way better in comparison to fly cleaners. Great app, a few things I dont love but you can't have it all. Never had an issue so haven't had to contact support. Something I never thought much about. Would recommend Cleanly over Fly any day."
2.0,0.1941,"It's a wonderful concept and they have finally arrived on execution. We only do wash and fold because dry clean is slightly more expensive than our local place, but the wash and fold is great. You can choose water temperature and scent v. no scent. The service is very good. They pick it up last minute and deliver same day most of the time. It has definitely made our lives much easier and we completely rely on them now."
7.0,0.2424,"I have nothing but good things to say about Cleanly. Having just moved to Manhattan from the burbs, I needed an easy wash-and-fold solution that didn't involve trying 50 different local places first. And didn't break the bank.The best things:- The app lets you adjust your pick up and drop off times. Even on the day of. If you get stuck at happy hour, you can change your drop off right then and there.- The customer service is excellent. I had a few things missing from an order once, and I was reimbursed within a week, and given a bonus credit for my next order.- The sheer range of pick up and drop off times makes Cleanly the perfect bet for people with less-than-standard work schedules.- Cleanly Reserve. The $85/year is more than worth it to not have to wait and meet the 30lb minimum for free delivery. Plus all the other perks.Some not-so-great things:- Your laundry will likely be washed by a different laundromat every time. This means you have to get used to some different folding styles, unfolded socks sometimes, and the higher likelihood of losing an article here and there.- Delivery windows can be wonky. As with any delivery service like this (Peapod, etc.) your delivery window depends on the delivery person. Sometimes they're late and sometimes they're early. Just keep this in mind.Overall, I couldn't be more pleased. Cleanly is the best solution for wash and fold services in Manhattan. Hands-down."
7.0,0.1379,"Cleanly is the best. Always deliver on time, quickly and in a quality manner. Seriously couldn't live without them."
2.0,0.1323,"Cannot recommend Cleanly more. They are seriously rockstars. Basics first, the app and website are very easy to use, and there's always availability when I need it. Turnaround time is better than what I get at any places locally, and they're priced about the same. But the real reason they get five stars is because they went above and beyond to save my dry cleaning after my well meaning boyfriend decided to toss all my silk blouses in with our wash & fold. Natasha was all over it and the Cleanly team went through all my laundry to pull out the dry clean only items!"
7.0,0.2561,"I've literally tried every single laundry place in my neighborhood. Every single one has disappointed. Either they don't pickup when they say they will,..or I have to hunt them and call repeatedly to get them to deliver,... or they don't give you back your laundry detergent. Cleanly for over a year now has always delivered and picked up on time. The one or two times they didn't,..they gave me a discount code for the next order and they texted me letting me know the delay. In addition, for my first order they delivered a laundry bag, weight it at my doorstep AND they gave me a little chocolate sampler. They only lose one star because they almost never adhere to my notes and preferences. Ever pickup I have to tell the delivery person to make sure the laundry people read my notes. Even then,..they don't do it all the time. Bar none this place is the best!"
7.0,0.1465,"I use Cleanly a few times per month, but when I have money I use them almost weekly. It's a bit expensive, obviously more than the wash and fold at my laundromat, but it's literally door to door, it can't get any easier than that. Out of the dozen times I've used them, the pickup person has only been later than my window of time maybe two times. The pickup and drop off times are convenient I find as someone who works 9-5 or later. My clothes always arrive smelling nice, if you choose scented detergent of course, and folded perfectly. They have yet to damage any of my clothes or loose anything, etc. highly recommended."
0.0,0.1363,Very convenient!  Clothes are always nice and folded.  Customer service is very responsive if there is ever an issue.  They are always on time and ordering a pick up/drop off is very easy. A few things that I wish they would have is 1) an android app 2) hand wash option 3. ability to sort my own laundry (ex. rugs shouldn't be washed with my linens).
7.0,0.1562,"Awesome customer service + worked as advertised.Was skeptical to try a delivery service, but was extremely impressed with Cleanly's service. I ordered dry cleaning and wash + fold, but decided last minute to wait on the dry cleaning. Cleanly's team followed up that night to ensure that my order was taken correctly. They even offered to deliver my order sooner after the changes were confirmed. Friendly delivery guy and prompt service. Worked exactly as advertised - so easy to put away my folded clothes!"
7.0,0.1346,"Thank you for the prompt service while I was in the city (Manhattan) my last trip. Very professional and delivered as promised. Loved the black laundry bag you provided nice touch. I'll be there again next week, as I live out West. So I'll probably get my laundry done again by u guys"
3.0,0.1593,"I switched to Cleanly Reserve after FlyCleaners lost one of my favorite tops. Cleanly has never lost any of my clothes (dry cleaning, hang dry, or wash and fold -- knock on wood!), and service has almost always been prompt and courteous (my concerns were quickly addressed the one time this was not the case). I plan to continue using Cleanly, as well as the conveniences of Reserve, unless disaster strikes. So far so good."
1.0,0.1602,"The app is very polished and easy to use. The pricing is available for you to view and their customer support is responsive. Their laundry service is also really good. Getting laundry out sourced is sometimes a must in NYC and there are so many cleaners to choose from. The quality of laundry I've received from Cleanly has so far been superior to all. My only complaint however is the valet upon delivery just hanging around waiting for me to tip him. I thought there was no need to tip with Cleanly. Maybe I was wrong, but he sure did make the situation awkward especially when I carried my laundry up a five floor walk up and didn't ask him to do it."
5.0,0.2449,"Cleanly has been a life saver living in NYC! Although there are plenty of laundromats and drop off services, the clothes never smelled really clean. Knowing Cleanly uses Tide products, my clothes and sheets come back fresh smelling and washed. The dry cleaning service is also wonderful. Apart from the ease and convenience of the app - the peace of mind that my clothes and items are being properly cared for is outstanding. Also shout out to all the handlers - they are always friendly and arrive promptly! Especially living on a 6th floor walk up. Thank you!"
5.0,0.1695,"I love this service - I was fed up with my various NYC wash'n'folds returning clothes that seemed like they were never washed, or were dirtier than when I'd sent them in!With Cleanly, everything comes back smelling nice and fresh. Occasional issues are to be expected when sending your laundry out, so don't send them your designer duds and you'll stay happy. The app is super helpful as well!"
5.0,0.1453,Big Fan of cleaning! They are punctual and do a good job washing your clothes. I love that they hang drive as well! Everything comes back folded and you just have to put it away.Have not had any issues.
6.0,0.155,"I'm a working mom in the legal field and it is tough accomplishing all that needs to get done.  Cleanly has been reliable and I find their customer service very responsive.  The only reason I am not giving it five stars is that it doesn't do same day dry cleaning, but otherwise I use it consistently.  Also agree with other reviewers re: its competitors -- the app/customer service is much better."
0.0,0.197,The app is super simple to use! My laundry is always perfectly folded and smells amazing. Pick up and drop offs are always on time. Pricing is super reasonable as well. I would recommend Cleanly to everyone!
5.0,0.1356,"I've really enjoyed using Cleanly. On time, fast service. I suggest giving Reserve trial a try."
0.0,0.1556,"After having less-than-perfect luck with my local laundromat (always cramped, the TV was always blaring ""Wheel of Fortune,"" the washers always a slightly mildew-y smell to my clothes), I decided to try Cleanly, one of the few startups picking up and delivering to my Brooklyn neighborhood.I requested a pick-up time through the easy-to-use app, and in no time, my valet showed up with three heavy-duty blue bags and a Fat 'Witch brownie to boot. My clothes arrive on time, fresh-smelling, and folded with military precision, no awkwardly standing around watching ""Jeopardy"" required."
5.0,0.2463,"I am very impressed with the service I received from Cleanly. I had used Cleanly a couple times for my regular was & dry service and the clothing always came back clean & neatly folded. The app alerts you when your pick up & delivery driver is close so you can track their whereabouts. It is very convenient & they have always been on time.I used Cleanly to dry clean my quilt & was disappointed when the quilt came back ripped.  I expressed my concern to customer service & they offered to pay for it to be fixed. When I found out it couldn't be fixed, Cleanly re-imbursed me the full value of the expensive Anthropologie quilt without any hesitation so I could buy a replacement. I was very impressed with this customer service and will continue to use Cleanly."
1.0,0.1894,"I LOVE CLEANLY.living 5 floors and 4 blocks away from my laundromat was a big problem.i always get everything back to the specs i provided - hang dry, within the time window (most times) and no lugging laundry around and spending 2 hours watching the machine spin.also, trusted them enough to send out 45 items out for drycleaning and got them all back. one small mix up with a sweater, but ended up getting it back in a couple days.you can also save $20 on your first order with my code AMYTR10enjoy!"
4.0,0.1505,I never have to worry about my laundry or even stress about getting my laundry done. Cleanly does a great job not only with cleaning your clothes the way you want them to be cleaned but they notify you progress every step of the way. Love this communication!! Especially when they have some of your favorite belongings. I did have one instance where they left one of my bags at the Cleanly warehouse. Usually something like this could cause headache but the service was outstanding- they not only made it a priority to get the bag back to me in a timely manner but they put credit on my account as well as gave me promo discounts to encourage me to continue using the service. I haven't had a hiccup with them ever since and even if something like that happens again- i'll be able to depend on them to help me to the best of their ability. Definitely recommend!
7.0,0.1857,"Cleanly is my go-to cleaners. They pick up and deliver promptly, and are competitively priced compared to all of my local cleaners. My clothes come back fresh and clean every time without breaking the bank! The online ordering is amazing and intuitive, but glitchy at TIMES, but not bothersome enough to decrease from a 5 star rating. PLEASE DESIGN AN ANDROID APP!"
1.0,0.1356,"Great service, friendly valets, and on-time deliveries. The only reason I'm not rating it 5 stars is because it is pretty costly. I usually only do my laundry once every 4-6 weeks as a result since it can easily cost between $20-$30. The convenience can't be beat though."
3.0,0.1279,"I love this service, they are always prompt with pickup and delivery, my clothes are always folded neatly and never lost/ruined. I recommend!My only negative feedback is they don't roll my socks together which I hate doing myself too."
7.0,0.2312,"I'm a new Cleanly customer - I first tried one of the competitors since they could pick up the same day whereas Cleanly could not....such a mistake. As they say, ""good things come to those who wait"" :).My first batch of wash and fold - I hadn't done laundry in forever, and plan on donating most of the stuff since I just moved into a much smaller place - came back within 24 hours and was not an issue. Things get really good when it comes to shirt laundry and dry cleaning. A competitor told me ""we'll let you know when it's ready, and then you can schedule"" (see my other reviews if you want more details). Cleanly had me schedule it before it was picked up, for 2 days later. This morning, in spite of me being very tired from being up too late last night, they came within 10 minutes of the start of the delivery window, I then went back to bed :).Cleanly Reserve (their equivalent to Amazon Prime I guess) seems to be worth it. Since there's no minimum order and a 7% discount on top of that, I can have a routine of sending things out on Friday morning and getting them back on Sunday. There are some things for improvement -  first of all the app is iOS only. I'm an Android guy (but have an iOS device for work, so not a HUGE issue, but wish I could use it on my personal device. They do accept orders via the website I think.....).  The delivery windows could use some work as well - there's only the option of morning (i.e. 7AM to 10AM) or evening (6PM to 10PM) for the start of the window - but in 30 minute increments (i.e. you can chose 7-8, 7:30-8:30, etc). More in the middle of the day, especially on weekends, would be much appreciated."
8.0,0.224,"Now, I'm one tech savvy kind of guy, so I stay avid on what services and companies will benefit me for the services that I need to maintain and balance my every day life, especially in NYC. So yes, this is a REAL review, and nothing phony, made up, or some bogus paid advertisement. This is the cold hard truth. Are you ready?I chose a 10 for Cleanly based on the overall outstanding services, communication, and their commitment to getting clothes clean, fresh, and right to your door. From beginning to end, each process that Cleanly laid out in their new annual plan revamp stayed true to what they were aiming for. The advantages to Cleanly are right in their 'membership plans', that you can try out as a trial and both are different in prices. Worth your money? Cost effective and efficient? Well, yeah. Otherwise, I wouldn't be praising Cleanly for their incredible services.As a first time customer, but avid laundry and tech savvy app user, I was skeptical at first, but I truly wanted to give them a chance. My pick-up time that I chose, was between 9:30am - 10:30am. Cliff came at 9:57am. Upon pick-up, my valet guy, Cliff, was on time, very polite, extremely kind, and basically explained all of what Cleanly was about when it came to the 3 types of laundry bags. (Spoiler alert): I even received a little treat as a welcome token. Who does that?! Very kind and caring! None the less, he even sent me a message assuring me that my clothes were in great hands and that he appreciated meeting me as a first time Cleanly customer. Talk about feeling welcomed.I had a ton of clothes that just simply needed the 'wash & fold' treatment, so there was nothing to it. Got to choose my wash preference, including scented or non-scented detergent. (spoiler: They use Tide, in case you're curious). The entire order took 24 hours, and delivery was on time as well! Well taken care of, well folded, and above all, the valet drivers were super cool, kind, and made my day. I was very happy I thought to change my delivery time frame earlier on, to 9am - 10am, and my valet driver, Elvis, came at 9:31am. Thankfully, no fees were needed for the change (Bonus points to savings on the annual Membership plan) My clothes came stacked neatly, in a plastic bag, covered in their trademark Cleanly bags. Let me tell you...they smelled incredible and (spoiler #2: none of my clothes were ruined or damaged!) I did forget to take a photo, however, I'll update with my second order.In the end, Cleanly lived above my expectations, and I'm extremely happy with the team's application revamp. It's made a huge difference and Cleanly has fine tuned the company into a well known solid brand. No messes here! Just all Cleanly!"
0.0,0.1583,"I've tried multiple on-demand laundry delivery services in NYC, and Cleanly far surpasses them! The staff is always friendly when they come to my door, and I hardly ever have to wait for my pick-ups or drop-offs. They are always offering new updates and incentives, such as Rush Delivery and over-night Dry Cleaning (YES! It's awesome!). I highly recommend choosing Cleanly for your laundry / dry cleaning needs :-) Kellie xx"
5.0,0.1817,Cleanly has been a smooth experience for me so far! Service is consistent and gives up to date live feeds on where my clothes are when I can expect them delivered! I've really enjoyed using them!
5.0,0.1533,"Phenomenal. Very fast, completely clean clothes, and reasonably priced for such good service."
